real_mean,est_mean,real_S,est_S
2.4536426,2.757932779947209,1.0286165,0.22587311526227394
2.4536426,3.1377232817064122,1.0286165,1.1748645327080611
2.4536426,1.5135753055007135,1.0286165,0.3316352294160413
2.4536426,1.9191477814343687,1.0286165,0.691146301722511
2.4536426,2.2689164794553665,1.0286165,0.834305467812167
2.4536426,3.68338192754848,1.0286165,0.8638301257296841
2.4536426,2.5163459984094008,1.0286165,1.6239618450306101
2.4536426,3.0817012337324003,1.0286165,0.7276498557795537
2.4536426,3.6778778386532576,1.0286165,0.24770808286984614
2.4536426,3.9953396599047037,1.0286165,0.12755337509949194
2.4536426,1.641885377777434,1.0286165,0.436526576817447
2.4536426,1.5277459016294919,1.0286165,0.2769508304360425
2.4536426,2.5786708588186267,1.0286165,0.062336710742469936
2.4536426,2.7048804494339187,1.0286165,0.09894329073129926
2.4536426,1.2967104301029349,1.0286165,0.21526434019014684
2.4536426,3.4865954764839806,1.0286165,0.534660070421044
2.4536426,3.5116387843485057,1.0286165,0.31262402219853525
2.4536426,2.6813021164917665,1.0286165,0.9492047175111789
2.4536426,2.737698533420985,1.0286165,0.052244558114644235
2.4536426,2.76959216343548,1.0286165,0.04238192705929089
2.4536426,1.5230682308623982,1.0286165,0.3348656713238365
2.4536426,0.3683641188781076,1.0286165,1.1809084705809019
2.4536426,2.023393948934736,1.0286165,0.5922971270952043
2.4536426,1.9748165814162328,1.0286165,0.252761350588526
2.4536426,2.4567182648182238,1.0286165,1.1298409091495514
2.4536426,1.6499743665058255,1.0286165,0.6582874688982736
2.4536426,1.8820943720213847,1.0286165,0.028855084571371648
2.4536426,1.7804855316788366,1.0286165,1.6617577076015255
2.4536426,2.4775281141440098,1.0286165,0.48684117344625966
2.4536426,3.5168550739049937,1.0286165,0.8544444985253252
2.4536426,2.0239792244059274,1.0286165,0.2142208219510302
2.4536426,2.8779456145429876,1.0286165,0.5275040451817308
2.4536426,2.076881994986797,1.0286165,1.0512476914601272
2.4536426,3.1627327421369302,1.0286165,0.4249850389342429
2.4536426,1.5970207094358306,1.0286165,0.8529668916449276
2.4536426,1.8435770525331796,1.0286165,0.403131042736671
2.4536426,3.2592111222028666,1.0286165,0.3034323390841265
2.4536426,2.8665736905829937,1.0286165,0.15891239425017334
2.4536426,2.9701008048396993,1.0286165,1.1327220900145765
2.4536426,3.4035534709022697,1.0286165,0.8470124607840468
2.4536426,3.1222715277174573,1.0286165,0.7226081107789066
2.4536426,3.2019585410382962,1.0286165,0.3061706809981022
2.4536426,2.7767742611152118,1.0286165,0.48561738549860567
2.4536426,2.8655209263846113,1.0286165,1.4527550156333864
2.4536426,3.0879266558666245,1.0286165,0.5210209317445909
2.4536426,2.50864286909871,1.0286165,0.5646761621751167
2.4536426,1.1588975870110216,1.0286165,0.8865902383165496
2.4536426,1.4008874180622968,1.0286165,0.17246110197674136
2.4536426,3.9741522661543183,1.0286165,1.750006450259413
2.4536426,1.9664783554866987,1.0286165,0.348951760197056
2.4536426,2.6393624227083254,1.0286165,0.27505586944515703
2.4536426,2.2351429643435354,1.0286165,0.37762523292062045
2.4536426,3.0958946642950087,1.0286165,0.1138135261397284
2.4536426,4.155754688186612,1.0286165,1.8927231664077593
2.4536426,2.767820965176884,1.0286165,0.16632302698338197
2.4536426,3.3446732300909723,1.0286165,0.7105125135726154
2.4536426,2.71602260482821,1.0286165,0.8260494373135935
2.4536426,2.5248997029173896,1.0286165,0.6291726532834228
2.4536426,2.2837577496067523,1.0286165,0.5239821125120425
2.4536426,2.3237313039121785,1.0286165,0.17975887895508502
2.4536426,2.317484974268315,1.0286165,0.6602205318718525
2.4536426,2.58676566911019,1.0286165,0.9326492129168671
2.4536426,3.3197800185961164,1.0286165,0.08710678048748477
2.4536426,3.034016955580915,1.0286165,0.194361427403001
2.4536426,2.6271369744705857,1.0286165,0.47572039497450636
2.4536426,1.6213097167693666,1.0286165,0.8524575974379146
2.4536426,3.3680296110684074,1.0286165,0.06876768274744194
2.4536426,2.4296402540146484,1.0286165,0.73974252980864
2.4536426,1.4138286126037993,1.0286165,0.024294844165054008
2.4536426,2.439073199928625,1.0286165,0.2955570548035804
2.4536426,2.1903786792522855,1.0286165,1.1479929868914303
2.4536426,3.413812973949905,1.0286165,0.4811670596958342
2.4536426,2.0585247402931612,1.0286165,0.5156395893143442
2.4536426,3.121408389765136,1.0286165,0.20259946766297388
2.4536426,2.585277144937404,1.0286165,1.1089923692676982
2.4536426,2.771564439045796,1.0286165,0.8605257229218184
2.4536426,4.003065566525986,1.0286165,0.4576698911686665
2.4536426,2.3331002214241505,1.0286165,0.19689266435237096
2.4536426,2.75650377293885,1.0286165,0.03547902279738935
2.4536426,2.2649319034852,1.0286165,0.023345260644227928
2.4536426,3.2756824646092486,1.0286165,0.5213270597516781
2.4536426,2.9292714588769195,1.0286165,0.13986005493326048
2.4536426,3.121999167193378,1.0286165,0.024706864552327845
2.4536426,2.360189923426461,1.0286165,0.5928804676167725
2.4536426,3.2148801417268587,1.0286165,0.5451066295929445
2.4536426,2.308089609393153,1.0286165,0.8536784406168949
2.4536426,2.14731053180978,1.0286165,0.7400411528846585
2.4536426,2.270466749604375,1.0286165,1.0886398279566858
2.4536426,1.6511380883561404,1.0286165,1.0822071457169045
2.4536426,2.3230443169553503,1.0286165,1.688329182614086
2.4536426,3.0657386620518503,1.0286165,0.3021150465816973
2.4536426,2.2487513622351925,1.0286165,0.07133324703680244
2.4536426,2.9152098826930786,1.0286165,0.4300636102625963
2.4536426,2.4948566112538177,1.0286165,0.35024737313153165
2.4536426,2.1808464881584797,1.0286165,0.7173465324246522
2.4536426,2.412898353030479,1.0286165,0.042019980083146
2.4536426,2.9516160182981994,1.0286165,0.44031893657830024
2.4536426,2.8733622657631455,1.0286165,0.7727477471685718
2.4536426,2.266665758476299,1.0286165,0.018399632722480685
2.4536426,3.223172215974395,1.0286165,0.2768750902502233
